split,threshold,TP,FP,TN,FN,accuracy,precision,recall,specificity,FPR,F1,F2,ROC_AUC,PR_AP
test,0.02497051733389318,273,1471,680,2,0.392828,0.156537,0.992727,0.316132,0.683868,0.270431,0.479958,0.933173,0.695436
test,0.024542386328052217,273,1479,672,2,0.38953,0.155822,0.992727,0.312413,0.687587,0.269364,0.478612,0.933173,0.695436
test,0.023915878886323225,273,1487,664,2,0.386232,0.155114,0.992727,0.308694,0.691306,0.268305,0.477273,0.933173,0.695436
test,0.023423151316116362,273,1496,655,2,0.382523,0.154324,0.992727,0.30451,0.69549,0.267123,0.475776,0.933173,0.695436
test,0.02302849478983043,273,1504,647,2,0.379225,0.15363,0.992727,0.30079,0.69921,0.266082,0.474453,0.933173,0.695436
test,0.022677774053310736,273,1512,639,2,0.375927,0.152941,0.992727,0.297071,0.702929,0.265049,0.473137,0.933173,0.695436
test,0.021949392597702375,273,1520,631,2,0.37263,0.152259,0.992727,0.293352,0.706648,0.264023,0.471829,0.933173,0.695436
test,0.021122645317517126,273,1528,623,2,0.369332,0.151582,0.992727,0.289633,0.710367,0.263006,0.470527,0.933173,0.695436
test,0.020576110305901965,273,1536,615,2,0.366035,0.150912,0.992727,0.285914,0.714086,0.261996,0.469233,0.933173,0.695436
test,0.0201698352762263,273,1544,607,2,0.362737,0.150248,0.992727,0.282194,0.717806,0.260994,0.467947,0.933173,0.695436
test,0.019656507335954875,273,1552,599,2,0.359439,0.149589,0.992727,0.278475,0.721525,0.26,0.466667,0.933173,0.695436
test,0.019293746714620832,273,1560,591,2,0.356142,0.148936,0.992727,0.274756,0.725244,0.259013,0.465394,0.933173,0.695436
test,0.018845766444330617,273,1569,582,2,0.352432,0.148208,0.992727,0.270572,0.729428,0.257912,0.46397,0.933173,0.695436
test,0.018377459154685846,273,1577,574,2,0.349134,0.147568,0.992727,0.266853,0.733147,0.256941,0.462712,0.933173,0.695436
test,0.01794256494474054,273,1585,566,2,0.345837,0.146932,0.992727,0.263133,0.736867,0.255977,0.46146,0.933173,0.695436
test,0.01767409856377971,273,1593,558,2,0.342539,0.146302,0.992727,0.259414,0.740586,0.255021,0.460216,0.933173,0.695436
test,0.017260052034358386,273,1601,550,2,0.339242,0.145678,0.992727,0.255695,0.744305,0.254072,0.458978,0.933173,0.695436
test,0.016921282160782952,273,1609,542,2,0.335944,0.145058,0.992727,0.251976,0.748024,0.253129,0.457746,0.933173,0.695436
test,0.016569414284577758,273,1617,534,2,0.332646,0.144444,0.992727,0.248257,0.751743,0.252194,0.456522,0.933173,0.695436
test,0.015785096211352965,273,1625,526,2,0.329349,0.143836,0.992727,0.244537,0.755463,0.251266,0.455304,0.933173,0.695436
test,0.015181717832359236,273,1633,518,2,0.326051,0.143232,0.992727,0.240818,0.759182,0.250344,0.454092,0.933173,0.695436
test,0.014850010144419102,273,1642,509,2,0.322341,0.142559,0.992727,0.236634,0.763366,0.249315,0.452736,0.933173,0.695436
test,0.01433201135460171,273,1650,501,2,0.319044,0.141966,0.992727,0.232915,0.767085,0.248408,0.451538,0.933173,0.695436
test,0.013857921876884099,273,1658,493,2,0.315746,0.141378,0.992727,0.229196,0.770804,0.247507,0.450346,0.933173,0.695436
test,0.9831424568622862,39,2,2149,236,0.901896,0.95122,0.141818,0.99907,0.00093,0.246835,0.170903,0.933173,0.695436
test,0.013471012023377048,273,1666,485,2,0.312448,0.140794,0.992727,0.225477,0.774523,0.246612,0.449161,0.933173,0.695436
test,0.013068436651196572,273,1674,477,2,0.309151,0.140216,0.992727,0.221757,0.778243,0.245725,0.447982,0.933173,0.695436
test,0.012780970104025851,273,1682,469,2,0.305853,0.139642,0.992727,0.218038,0.781962,0.244843,0.446809,0.933173,0.695436
test,0.012421017861728759,273,1690,461,2,0.302556,0.139073,0.992727,0.214319,0.785681,0.243968,0.445642,0.933173,0.695436
test,0.012089688394950053,273,1698,453,2,0.299258,0.138508,0.992727,0.2106,0.7894,0.243099,0.444481,0.933173,0.695436
test,0.011780020612545166,273,1706,445,2,0.29596,0.137948,0.992727,0.206881,0.793119,0.242236,0.443326,0.933173,0.695436
test,0.011158756547621896,274,1722,429,1,0.289777,0.137275,0.996364,0.199442,0.800558,0.241303,0.442506,0.933173,0.695436
test,0.011353380689228084,273,1715,436,2,0.292251,0.137324,0.992727,0.202696,0.797304,0.241273,0.442034,0.933173,0.695436
test,0.010770083517202574,274,1730,421,1,0.28648,0.136727,0.996364,0.195723,0.804277,0.240456,0.441366,0.933173,0.695436
test,0.010378147480491692,274,1738,413,1,0.283182,0.136183,0.996364,0.192004,0.807996,0.239615,0.440231,0.933173,0.695436
test,0.01001785278110944,274,1746,405,1,0.279885,0.135644,0.996364,0.188285,0.811715,0.23878,0.439103,0.933173,0.695436
test,0.009648840227819228,274,1754,397,1,0.276587,0.135108,0.996364,0.184565,0.815435,0.23795,0.43798,0.933173,0.695436
test,0.00942920573738818,274,1762,389,1,0.273289,0.134578,0.996364,0.180846,0.819154,0.237127,0.436862,0.933173,0.695436
test,0.00916150836239968,274,1770,381,1,0.269992,0.134051,0.996364,0.177127,0.822873,0.236309,0.435751,0.933173,0.695436
test,0.008756534347408347,274,1778,373,1,0.266694,0.133528,0.996364,0.173408,0.826592,0.235496,0.434645,0.933173,0.695436
test,0.008403677915670453,274,1787,364,1,0.262984,0.132945,0.996364,0.169224,0.830776,0.234589,0.433407,0.933173,0.695436
test,0.008215124874221396,274,1795,356,1,0.259687,0.132431,0.996364,0.165504,0.834496,0.233788,0.432313,0.933173,0.695436
test,0.007934545483336804,274,1803,348,1,0.256389,0.131921,0.996364,0.161785,0.838215,0.232993,0.431224,0.933173,0.695436
test,0.007486598884649198,275,1818,333,0,0.250618,0.13139,1.0,0.154812,0.845188,0.232264,0.43063,0.933173,0.695436
test,0.007728525407129094,274,1811,340,1,0.253092,0.131415,0.996364,0.158066,0.841934,0.232203,0.430141,0.933173,0.695436
test,0.007337603475399624,275,1826,325,0,0.247321,0.13089,1.0,0.151093,0.848907,0.231481,0.429553,0.933173,0.695436
test,0.007236382114203717,275,1834,317,0,0.244023,0.130394,1.0,0.147373,0.852627,0.230705,0.428482,0.933173,0.695436
test,0.00709523233282283,275,1842,309,0,0.240725,0.129901,1.0,0.143654,0.856346,0.229933,0.427417,0.933173,0.695436
test,0.006892382504060708,275,1850,301,0,0.237428,0.129412,1.0,0.139935,0.860065,0.229167,0.426357,0.933173,0.695436
test,0.006629564487847681,275,1859,292,0,0.233718,0.128866,1.0,0.135751,0.864249,0.228311,0.42517,0.933173,0.695436
test,0.00636782831480445,275,1867,284,0,0.23042,0.128385,1.0,0.132032,0.867968,0.227555,0.424121,0.933173,0.695436
test,0.006103655949693656,275,1875,276,0,0.227123,0.127907,1.0,0.128312,0.871688,0.226804,0.423077,0.933173,0.695436
test,0.005968000814620311,275,1883,268,0,0.223825,0.127433,1.0,0.124593,0.875407,0.226058,0.422038,0.933173,0.695436
test,0.005835418453497774,275,1891,260,0,0.220528,0.126962,1.0,0.120874,0.879126,0.225317,0.421004,0.933173,0.695436
test,0.005778606742942328,275,1899,252,0,0.21723,0.126495,1.0,0.117155,0.882845,0.224581,0.419976,0.933173,0.695436
test,0.005565618591754976,275,1907,244,0,0.213932,0.126031,1.0,0.113436,0.886564,0.22385,0.418952,0.933173,0.695436
test,0.005341737513632738,275,1915,236,0,0.210635,0.125571,1.0,0.109716,0.890284,0.223124,0.417933,0.933173,0.695436
test,0.004803944702986417,275,1923,228,0,0.207337,0.125114,1.0,0.105997,0.894003,0.222402,0.416919,0.933173,0.695436
test,0.004545510991114438,275,1932,219,0,0.203627,0.124604,1.0,0.101813,0.898187,0.221595,0.415785,0.933173,0.695436
test,0.004295125745199752,275,1940,211,0,0.20033,0.124153,1.0,0.098094,0.901906,0.220884,0.414781,0.933173,0.695436
test,0.003946953660987068,275,1948,203,0,0.197032,0.123707,1.0,0.094375,0.905625,0.220176,0.413783,0.933173,0.695436
test,0.003703488402902895,275,1956,195,0,0.193735,0.123263,1.0,0.090656,0.909344,0.219473,0.412789,0.933173,0.695436
test,0.0034863316674582237,275,1964,187,0,0.190437,0.122823,1.0,0.086936,0.913064,0.218775,0.4118,0.933173,0.695436
test,0.003320436004842566,275,1972,179,0,0.187139,0.122385,1.0,0.083217,0.916783,0.218081,0.410816,0.933173,0.695436
test,0.0030896024251870066,275,1980,171,0,0.183842,0.121951,1.0,0.079498,0.920502,0.217391,0.409836,0.933173,0.695436
test,0.002751474643145593,275,1988,163,0,0.180544,0.12152,1.0,0.075779,0.924221,0.216706,0.408861,0.933173,0.695436
test,0.0025979692712011487,275,1996,155,0,0.177246,0.121092,1.0,0.07206,0.92794,0.216025,0.407891,0.933173,0.695436
test,0.0023531066201455423,275,2005,146,0,0.173537,0.120614,1.0,0.067875,0.932125,0.215264,0.406805,0.933173,0.695436
test,0.0022551108917989683,275,2013,138,0,0.170239,0.120192,1.0,0.064156,0.935844,0.214592,0.405844,0.933173,0.695436
test,0.0021581939762922698,275,2021,130,0,0.166941,0.119774,1.0,0.060437,0.939563,0.213925,0.404888,0.933173,0.695436
test,0.0020647558314300855,275,2029,122,0,0.163644,0.119358,1.0,0.056718,0.943282,0.213261,0.403937,0.933173,0.695436
test,0.001973022844588309,275,2037,114,0,0.160346,0.118945,1.0,0.052999,0.947001,0.212601,0.402989,0.933173,0.695436
test,0.0018824657940149532,275,2045,106,0,0.157049,0.118534,1.0,0.049279,0.950721,0.211946,0.402047,0.933173,0.695436
test,0.0017928446803622206,275,2053,98,0,0.153751,0.118127,1.0,0.04556,0.95444,0.211295,0.401109,0.933173,0.695436
test,0.0015718560706556356,275,2061,90,0,0.150453,0.117723,1.0,0.041841,0.958159,0.210647,0.400175,0.933173,0.695436
test,0.001505432972615585,275,2069,82,0,0.147156,0.117321,1.0,0.038122,0.961878,0.210004,0.399245,0.933173,0.695436
test,0.0014346205598180903,275,2078,73,0,0.143446,0.116872,1.0,0.033938,0.966062,0.209285,0.398204,0.933173,0.695436
test,0.001333809320184854,275,2086,65,0,0.140148,0.116476,1.0,0.030219,0.969781,0.208649,0.397284,0.933173,0.695436
test,0.0010831950740663283,275,2094,57,0,0.136851,0.116083,1.0,0.026499,0.973501,0.208018,0.396368,0.933173,0.695436
test,0.9865927737668083,32,1,2150,243,0.899423,0.969697,0.116364,0.999535,0.000465,0.207792,0.141218,0.933173,0.695436
test,0.0008965121504820356,275,2102,49,0,0.133553,0.115692,1.0,0.02278,0.97722,0.207391,0.395456,0.933173,0.695436
test,0.000802901054660813,275,2110,41,0,0.130256,0.115304,1.0,0.019061,0.980939,0.206767,0.394548,0.933173,0.695436
test,0.0006958468785553328,275,2118,33,0,0.126958,0.114919,1.0,0.015342,0.984658,0.206147,0.393644,0.933173,0.695436
test,0.0006166872848066677,275,2126,25,0,0.12366,0.114536,1.0,0.011623,0.988377,0.205531,0.392745,0.933173,0.695436
test,0.0004946094079097648,275,2134,17,0,0.120363,0.114155,1.0,0.007903,0.992097,0.204918,0.39185,0.933173,0.695436
test,0.00035646754849496675,275,2142,9,0,0.117065,0.113777,1.0,0.004184,0.995816,0.204309,0.390958,0.933173,0.695436
test,7.07319255320958e-05,275,2151,0,0,0.113355,0.113355,1.0,0.0,1.0,0.203628,0.38996,0.933173,0.695436
test,7.07319245320958e-05,275,2151,0,0,0.113355,0.113355,1.0,0.0,1.0,0.203628,0.38996,0.933173,0.695436
test,0.9893964769071788,24,1,2150,251,0.896125,0.96,0.087273,0.999535,0.000465,0.16,0.106667,0.933173,0.695436
test,0.9922178186716475,17,0,2151,258,0.893652,1.0,0.061818,1.0,0.0,0.116438,0.076097,0.933173,0.695436
test,0.9996641750132625,9,0,2151,266,0.890354,1.0,0.032727,1.0,0.0,0.06338,0.040577,0.933173,0.695436
test,0.9999998941737755,1,0,2151,274,0.887057,1.0,0.003636,1.0,0.0,0.007246,0.004541,0.933173,0.695436
test,0.9999998941747755,0,0,2151,275,0.886645,0.0,0.0,1.0,0.0,0.0,0.0,0.933173,0.695436
validation,0.5872452413244046,214,173,2117,68,0.906299,0.552972,0.758865,0.924454,0.075546,0.639761,0.706271,0.931331,0.621353
validation,0.6034435680681036,210,169,2121,72,0.906299,0.55409,0.744681,0.926201,0.073799,0.635401,0.696749,0.931331,0.621353
validation,0.5715924060362374,215,181,2109,67,0.903577,0.542929,0.762411,0.920961,0.079039,0.634218,0.705381,0.931331,0.621353
validation,0.5505701820785546,219,194,2096,63,0.900078,0.530266,0.776596,0.915284,0.084716,0.630216,0.710578,0.931331,0.621353
validation,0.6142233624843033,205,165,2125,77,0.90591,0.554054,0.72695,0.927948,0.072052,0.628834,0.684246,0.931331,0.621353
validation,0.5626178455847124,216,189,2101,66,0.900855,0.533333,0.765957,0.917467,0.082533,0.628821,0.704501,0.931331,0.621353
validation,0.5311301844955223,221,201,2089,61,0.898134,0.523697,0.783688,0.912227,0.087773,0.627841,0.712903,0.931331,0.621353
validation,0.6338211795471231,202,160,2130,80,0.906687,0.558011,0.716312,0.930131,0.069869,0.627329,0.677852,0.931331,0.621353
validation,0.6469283527932808,199,154,2136,83,0.907854,0.563739,0.705674,0.932751,0.067249,0.626772,0.671843,0.931331,0.621353
validation,0.5210256799377867,223,207,2083,59,0.896579,0.518605,0.79078,0.909607,0.090393,0.626404,0.715661,0.931331,0.621353
validation,0.7112537316301534,188,131,2159,94,0.912519,0.589342,0.666667,0.942795,0.057205,0.625624,0.64962,0.931331,0.621353
validation,0.46920697728823985,235,238,2052,47,0.889191,0.496829,0.833333,0.89607,0.10393,0.622517,0.733916,0.931331,0.621353
validation,0.7210591393256829,184,126,2164,98,0.912908,0.593548,0.652482,0.944978,0.055022,0.621622,0.639777,0.931331,0.621353
validation,0.5119232985290697,224,215,2075,58,0.893857,0.510251,0.794326,0.906114,0.093886,0.621359,0.714742,0.931331,0.621353
validation,0.47639730103161365,232,233,2057,50,0.889969,0.498925,0.822695,0.898253,0.101747,0.621151,0.728186,0.931331,0.621353
validation,0.6965349840336043,189,138,2152,93,0.910187,0.577982,0.670213,0.939738,0.060262,0.62069,0.649485,0.931331,0.621353
validation,0.48714425815881673,229,227,2063,53,0.891135,0.502193,0.812057,0.900873,0.099127,0.620596,0.722854,0.931331,0.621353
validation,0.6642020063901487,194,150,2140,88,0.907465,0.563953,0.687943,0.934498,0.065502,0.619808,0.658967,0.931331,0.621353
validation,0.5,227,224,2066,55,0.891524,0.503326,0.804965,0.902183,0.097817,0.619372,0.718809,0.931331,0.621353
validation,0.6822596461845108,191,145,2145,91,0.908243,0.568452,0.677305,0.936681,0.063319,0.618123,0.652322,0.931331,0.621353
validation,0.46095993345492764,236,246,2044,46,0.88647,0.489627,0.836879,0.892576,0.107424,0.617801,0.732919,0.931331,0.621353
validation,0.43544050972979176,241,258,2032,41,0.883748,0.482966,0.85461,0.887336,0.112664,0.617157,0.740627,0.931331,0.621353
validation,0.4479754720422057,237,254,2036,45,0.883748,0.482688,0.840426,0.889083,0.110917,0.613195,0.731933,0.931331,0.621353
validation,0.42002245255689113,242,266,2024,40,0.881026,0.476378,0.858156,0.883843,0.116157,0.612658,0.739609,0.931331,0.621353
validation,0.7275187368692569,178,123,2167,104,0.911742,0.591362,0.631206,0.946288,0.053712,0.610635,0.622813,0.931331,0.621353
validation,0.410223041962278,243,273,2017,39,0.878694,0.47093,0.861702,0.880786,0.119214,0.609023,0.739051,0.931331,0.621353
validation,0.7525271892083598,172,112,2178,110,0.913686,0.605634,0.609929,0.951092,0.048908,0.607774,0.609065,0.931331,0.621353
validation,0.7393081561969148,174,119,2171,108,0.911742,0.593857,0.617021,0.948035,0.051965,0.605217,0.612245,0.931331,0.621353
validation,0.4054951091699798,243,282,2008,39,0.875194,0.462857,0.861702,0.876856,0.123144,0.60223,0.735027,0.931331,0.621353
validation,0.7650679466080116,168,108,2182,114,0.913686,0.608696,0.595745,0.952838,0.047162,0.602151,0.598291,0.931331,0.621353
validation,0.7805637804175023,164,103,2187,118,0.914075,0.614232,0.58156,0.955022,0.044978,0.59745,0.587814,0.931331,0.621353
validation,0.7939838795705233,161,97,2193,121,0.915241,0.624031,0.570922,0.957642,0.042358,0.596296,0.580808,0.931331,0.621353
validation,0.3987119885876438,243,291,1999,39,0.871695,0.455056,0.861702,0.872926,0.127074,0.595588,0.731047,0.931331,0.621353
validation,0.8152791926912993,155,86,2204,127,0.917185,0.643154,0.549645,0.962445,0.037555,0.592734,0.566107,0.931331,0.621353
validation,0.8029672962600933,157,93,2197,125,0.915241,0.628,0.556738,0.959389,0.040611,0.590226,0.569666,0.931331,0.621353
validation,0.38632175486586107,243,299,1991,39,0.868585,0.448339,0.861702,0.869432,0.130568,0.589806,0.727545,0.931331,0.621353
validation,0.37771841186527405,244,307,1983,38,0.865863,0.442831,0.865248,0.865939,0.134061,0.585834,0.726623,0.931331,0.621353
validation,0.3726476711208498,244,315,1975,38,0.862753,0.436494,0.865248,0.862445,0.137555,0.580262,0.723177,0.931331,0.621353
validation,0.8211835315133789,149,84,2206,133,0.91563,0.639485,0.528369,0.963319,0.036681,0.578641,0.547392,0.931331,0.621353
validation,0.36660314981818515,244,324,1966,38,0.859253,0.429577,0.865248,0.858515,0.141485,0.574118,0.71934,0.931331,0.621353
validation,0.833434115453893,145,79,2211,137,0.916019,0.647321,0.514184,0.965502,0.034498,0.573123,0.536243,0.931331,0.621353
validation,0.3591514598802931,246,331,1959,36,0.857309,0.426343,0.87234,0.855459,0.144541,0.572759,0.721408,0.931331,0.621353
validation,0.3498213324471371,248,337,1953,34,0.855754,0.423932,0.879433,0.852838,0.147162,0.572088,0.723876,0.931331,0.621353
validation,0.3403394782781113,250,344,1946,32,0.85381,0.420875,0.886525,0.849782,0.150218,0.570776,0.7259,0.931331,0.621353
validation,0.8411056065932926,141,74,2216,141,0.916407,0.655814,0.5,0.967686,0.032314,0.567404,0.524944,0.931331,0.621353
validation,0.33126076724247805,250,352,1938,32,0.8507,0.415282,0.886525,0.846288,0.153712,0.565611,0.722543,0.931331,0.621353
validation,0.849899290125348,138,69,2221,144,0.917185,0.666667,0.489362,0.969869,0.030131,0.564417,0.516854,0.931331,0.621353
validation,0.31524917805176994,251,360,1930,31,0.847978,0.410802,0.890071,0.842795,0.157205,0.56215,0.721679,0.931331,0.621353
validation,0.3037973719277757,251,369,1921,31,0.844479,0.404839,0.890071,0.838865,0.161135,0.556541,0.717963,0.931331,0.621353
validation,0.2984406755417041,251,377,1913,31,0.841369,0.399682,0.890071,0.835371,0.164629,0.551648,0.714692,0.931331,0.621353
validation,0.2921464071636646,253,384,1906,29,0.839425,0.397174,0.897163,0.832314,0.167686,0.550598,0.716714,0.931331,0.621353
validation,0.2828180172701194,255,390,1900,27,0.837869,0.395349,0.904255,0.829694,0.170306,0.550162,0.71912,0.931331,0.621353
validation,0.2779345776376538,256,398,1892,26,0.835148,0.391437,0.907801,0.826201,0.173799,0.547009,0.718294,0.931331,0.621353
validation,0.27190664553956,257,406,1884,25,0.832426,0.387632,0.911348,0.822707,0.177293,0.543915,0.717476,0.931331,0.621353
validation,0.2675002315858989,259,412,1878,23,0.830871,0.385991,0.91844,0.820087,0.179913,0.543547,0.719844,0.931331,0.621353
validation,0.8578713037229119,130,68,2222,152,0.914463,0.656566,0.460993,0.970306,0.029694,0.541667,0.490196,0.931331,0.621353
validation,0.2635456470674654,260,420,1870,22,0.828149,0.382353,0.921986,0.816594,0.183406,0.540541,0.719027,0.931331,0.621353
validation,0.25850084375244275,260,428,1862,22,0.825039,0.377907,0.921986,0.8131,0.1869,0.536082,0.715859,0.931331,0.621353
validation,0.8674168696242975,126,64,2226,156,0.914463,0.663158,0.446809,0.972052,0.027948,0.533898,0.477997,0.931331,0.621353
validation,0.25409016819048097,260,437,1853,22,0.82154,0.373027,0.921986,0.80917,0.19083,0.531154,0.712329,0.931331,0.621353
validation,0.2446313533510502,260,446,1844,22,0.81804,0.368272,0.921986,0.80524,0.19476,0.526316,0.708833,0.931331,0.621353
validation,0.24129198441190575,262,452,1838,20,0.816485,0.366947,0.929078,0.80262,0.19738,0.526104,0.711183,0.931331,0.621353
validation,0.8724281286773872,121,60,2230,161,0.914075,0.668508,0.429078,0.973799,0.026201,0.522678,0.462185,0.931331,0.621353
validation,0.23565548440136902,262,461,1829,20,0.812986,0.362379,0.929078,0.79869,0.20131,0.521393,0.707726,0.931331,0.621353
validation,0.23100755957902752,262,469,1821,20,0.809876,0.358413,0.929078,0.795197,0.204803,0.517275,0.70468,0.931331,0.621353
validation,0.22214965799447403,262,478,1812,20,0.806376,0.354054,0.929078,0.791266,0.208734,0.51272,0.701285,0.931331,0.621353
validation,0.21554230825493395,262,487,1803,20,0.802877,0.3498,0.929078,0.787336,0.212664,0.508244,0.697922,0.931331,0.621353
validation,0.21133700596980134,263,494,1796,19,0.800544,0.347424,0.932624,0.784279,0.215721,0.506256,0.697613,0.931331,0.621353
validation,0.8889489783364202,112,52,2238,170,0.913686,0.682927,0.397163,0.977293,0.022707,0.502242,0.433437,0.931331,0.621353
validation,0.87985085588944,114,58,2232,168,0.912131,0.662791,0.404255,0.974672,0.025328,0.502203,0.438462,0.931331,0.621353
validation,0.20791158996150788,263,503,1787,19,0.797045,0.343342,0.932624,0.780349,0.219651,0.501908,0.694298,0.931331,0.621353
validation,0.20443925228817705,263,511,1779,19,0.793935,0.339793,0.932624,0.776856,0.223144,0.498106,0.691377,0.931331,0.621353
validation,0.896294900091878,108,47,2243,174,0.914075,0.696774,0.382979,0.979476,0.020524,0.494279,0.420889,0.931331,0.621353
validation,0.19982431831668535,263,520,1770,19,0.790435,0.335888,0.932624,0.772926,0.227074,0.493897,0.688121,0.931331,0.621353
validation,0.19135089361621294,264,528,1762,18,0.787714,0.333333,0.93617,0.769432,0.230568,0.49162,0.6875,0.931331,0.621353
validation,0.1880143190849382,265,535,1755,17,0.785381,0.33125,0.939716,0.766376,0.233624,0.489834,0.687241,0.931331,0.621353
validation,0.1852362398913224,265,544,1746,17,0.781882,0.327565,0.939716,0.762445,0.237555,0.485793,0.684047,0.931331,0.621353
validation,0.9106505404483951,104,43,2247,178,0.914075,0.707483,0.368794,0.981223,0.018777,0.484848,0.407843,0.931331,0.621353
validation,0.18062370830729765,266,551,1739,16,0.779549,0.325581,0.943262,0.759389,0.240611,0.484076,0.683805,0.931331,0.621353
validation,0.17825578625277147,266,560,1730,16,0.77605,0.322034,0.943262,0.755459,0.244541,0.480144,0.680655,0.931331,0.621353
validation,0.17297643768064627,266,569,1721,16,0.772551,0.318563,0.943262,0.751528,0.248472,0.476276,0.677534,0.931331,0.621353
validation,0.9194599285701994,100,38,2252,182,0.914463,0.724638,0.35461,0.983406,0.016594,0.47619,0.394945,0.931331,0.621353
validation,0.1681723333543213,266,577,1713,16,0.76944,0.31554,0.943262,0.748035,0.251965,0.472889,0.674784,0.931331,0.621353
validation,0.1629134989080989,266,586,1704,16,0.765941,0.312207,0.943262,0.744105,0.255895,0.469136,0.671717,0.931331,0.621353
validation,0.1588138813297478,266,594,1696,16,0.76283,0.309302,0.943262,0.740611,0.259389,0.465849,0.669014,0.931331,0.621353
validation,0.15705090602715388,268,601,1689,14,0.760886,0.3084,0.950355,0.737555,0.262445,0.465682,0.671007,0.931331,0.621353
validation,0.15476708264026412,268,610,1680,14,0.757387,0.305239,0.950355,0.733624,0.266376,0.462069,0.667996,0.931331,0.621353
validation,0.152603684270054,268,618,1672,14,0.754277,0.302483,0.950355,0.730131,0.269869,0.458904,0.665343,0.931331,0.621353
validation,0.14997438329200735,268,627,1663,14,0.750778,0.299441,0.950355,0.726201,0.273799,0.455395,0.662383,0.931331,0.621353
validation,0.14660509185573953,269,634,1656,13,0.748445,0.297896,0.953901,0.723144,0.276856,0.454008,0.662235,0.931331,0.621353
validation,0.14284075782503727,269,643,1647,13,0.744946,0.294956,0.953901,0.719214,0.280786,0.450586,0.659314,0.931331,0.621353
validation,0.926422502227455,92,37,2253,190,0.911742,0.713178,0.326241,0.983843,0.016157,0.447689,0.365951,0.931331,0.621353
validation,0.1390724160467486,269,652,1638,13,0.741446,0.292074,0.953901,0.715284,0.284716,0.447215,0.656418,0.931331,0.621353
validation,0.13462385597272508,269,660,1630,13,0.738336,0.289559,0.953901,0.71179,0.28821,0.444261,0.653865,0.931331,0.621353
validation,0.1314234501633804,270,668,1622,12,0.735614,0.287846,0.957447,0.708297,0.291703,0.442623,0.653437,0.931331,0.621353
validation,0.1281833078989567,270,676,1614,12,0.732504,0.285412,0.957447,0.704803,0.295197,0.439739,0.650916,0.931331,0.621353
validation,0.12475564335690832,270,685,1605,12,0.729005,0.282723,0.957447,0.700873,0.299127,0.43654,0.648104,0.931331,0.621353
validation,0.12252704116319639,270,694,1596,12,0.725505,0.280083,0.957447,0.696943,0.303057,0.433387,0.645315,0.931331,0.621353
validation,0.1203441556481604,270,702,1588,12,0.722395,0.277778,0.957447,0.69345,0.30655,0.430622,0.642857,0.931331,0.621353
validation,0.11805724349468194,270,711,1579,12,0.718896,0.275229,0.957447,0.68952,0.31048,0.427553,0.640114,0.931331,0.621353
validation,0.9319819664252501,86,35,2255,196,0.910187,0.710744,0.304965,0.984716,0.015284,0.426799,0.344275,0.931331,0.621353
validation,0.11490524682731199,270,719,1571,12,0.715785,0.273003,0.957447,0.686026,0.313974,0.424862,0.637695,0.931331,0.621353
validation,0.11121131569306006,271,727,1563,11,0.713064,0.271543,0.960993,0.682533,0.317467,0.423437,0.637347,0.931331,0.621353
validation,0.10946992770108253,271,736,1554,11,0.709565,0.269116,0.960993,0.678603,0.321397,0.420481,0.63466,0.931331,0.621353
validation,0.1074550653563519,272,743,1547,10,0.707232,0.26798,0.964539,0.675546,0.324454,0.419429,0.634624,0.931331,0.621353
validation,0.10475325766869524,273,751,1539,9,0.70451,0.266602,0.968085,0.672052,0.327948,0.41807,0.634294,0.931331,0.621353
validation,0.10225737327227705,273,759,1531,9,0.7014,0.264535,0.968085,0.668559,0.331441,0.415525,0.631944,0.931331,0.621353
validation,0.09988886978659416,273,768,1522,9,0.6979,0.262248,0.968085,0.664629,0.335371,0.412698,0.629322,0.931331,0.621353
validation,0.09802066972797956,273,777,1513,9,0.694401,0.26,0.968085,0.660699,0.339301,0.40991,0.626722,0.931331,0.621353
validation,0.09502677014627754,273,785,1505,9,0.691291,0.258034,0.968085,0.657205,0.342795,0.407463,0.624428,0.931331,0.621353
validation,0.092308586502254,274,793,1497,8,0.688569,0.256795,0.971631,0.653712,0.346288,0.406227,0.624146,0.931331,0.621353
validation,0.09054744391654762,275,800,1490,7,0.686236,0.255814,0.975177,0.650655,0.349345,0.405306,0.624149,0.931331,0.621353
validation,0.08891371843144596,276,808,1482,6,0.683515,0.254613,0.978723,0.647162,0.352838,0.4041,0.62387,0.931331,0.621353
validation,0.087097899006727,276,817,1473,6,0.680016,0.252516,0.978723,0.643231,0.356769,0.401455,0.621342,0.931331,0.621353
validation,0.08588879211528877,276,825,1465,6,0.676905,0.250681,0.978723,0.639738,0.360262,0.399132,0.619112,0.931331,0.621353
validation,0.08433579516109813,276,834,1456,6,0.673406,0.248649,0.978723,0.635808,0.364192,0.396552,0.616622,0.931331,0.621353
validation,0.08287849965401202,276,842,1448,6,0.670295,0.246869,0.978723,0.632314,0.367686,0.394286,0.614426,0.931331,0.621353
validation,0.08171535444672483,276,851,1439,6,0.666796,0.244898,0.978723,0.628384,0.371616,0.391767,0.611973,0.931331,0.621353
validation,0.9384461591574399,77,35,2255,205,0.906687,0.6875,0.27305,0.984716,0.015284,0.390863,0.310484,0.931331,0.621353
validation,0.08073605974361202,276,860,1430,6,0.663297,0.242958,0.978723,0.624454,0.375546,0.389281,0.609541,0.931331,0.621353
